"Time","by-stack"
2023-05-26 18:23:30,3907584
2023-05-26 18:24:00,3944448
2023-05-26 18:24:30,3944448
2023-05-26 18:25:00,25866240
2023-05-26 18:25:30,51904512
2023-05-26 18:26:00,60293120
2023-05-26 18:26:30,66035712
2023-05-26 18:27:00,104759296
2023-05-26 18:27:30,104759296
2023-05-26 18:28:00,135249920
2023-05-26 18:28:30,134778880
2023-05-26 18:29:00,152289280
2023-05-26 18:29:30,160677888
2023-05-26 18:30:00,166776832
2023-05-26 18:30:30,176713728
2023-05-26 18:31:00,186732544
2023-05-26 18:31:30,186732544
2023-05-26 18:32:00,195121152
2023-05-26 18:32:30,195252224
2023-05-26 18:33:00,122220544
2023-05-26 18:33:30,128045056

