"Time","by-stack - bystackgo","by-stack - bystackjvm","by-stack - bystacknode","by-stack - carts-db","by-stack - catalogue-db","by-stack - orders-db","by-stack - rabbitmq","by-stack - rabbitmq-exporter","by-stack - session-db","by-stack - user-db"
2023-05-26 18:25:00,0,0,0,0,0,0,0,0,0,0
2023-05-26 18:25:15,0,0,0,0,0,0,0,0,0,0
2023-05-26 18:25:30,0,0,0,0,0,0,0,0,0,0
2023-05-26 18:25:45,0,0,0,0,0,0,0,0,0,0
2023-05-26 18:26:00,0,0,0,0,0,0,0,0,0,0
2023-05-26 18:26:15,0,0,0,0,0,0,0,0,0,0
2023-05-26 18:26:30,0,0,0,0,0,0,0,0,0,0
2023-05-26 18:26:45,0,0,0,0,0,0,0,0,0,0
2023-05-26 18:27:00,0,0,0,0,0,0,0,0,0,0
2023-05-26 18:27:15,0,0,0,0,0,0,0,0,0,0
2023-05-26 18:27:30,0,0,0,0,0,0,0,0,0,0
2023-05-26 18:27:45,0,0,0,0,0,0,0,0,0,0
2023-05-26 18:28:00,0,0,0,0,0,0,0,0,0,0
2023-05-26 18:28:15,0,0,0,0,0,0,0,0,0,0
2023-05-26 18:28:30,0,0,1,0,0,0,0,0,0,0
2023-05-26 18:28:45,0,0,1,0,0,0,0,0,0,0
2023-05-26 18:29:00,0,0,1,0,0,0,0,0,0,0
2023-05-26 18:29:15,0,0,1,0,0,0,0,0,0,0
2023-05-26 18:29:30,0,0,1,0,0,0,0,0,0,0
2023-05-26 18:29:45,0,0,1,0,0,0,0,0,0,0
2023-05-26 18:30:00,0,0,1,0,0,0,0,0,0,0
2023-05-26 18:30:15,0,0,1,0,0,0,0,0,0,0
2023-05-26 18:30:30,0,0,1,0,0,0,0,0,0,0
2023-05-26 18:30:45,0,0,1,0,0,0,0,0,0,0
2023-05-26 18:31:00,0,0,1,0,0,0,0,0,0,0
2023-05-26 18:31:15,0,0,2,0,0,0,0,0,0,0
2023-05-26 18:31:30,0,0,2,0,0,0,0,0,0,0
2023-05-26 18:31:45,0,0,2,0,0,0,0,0,0,0
2023-05-26 18:32:00,0,0,2,0,0,0,0,0,0,0
2023-05-26 18:32:15,0,0,2,0,0,0,0,0,0,0
2023-05-26 18:32:30,0,0,2,0,0,0,0,0,0,0
2023-05-26 18:32:45,0,0,2,0,0,0,0,0,0,0
2023-05-26 18:33:00,0,0,2,0,0,0,0,0,0,0
2023-05-26 18:33:15,0,0,2,0,0,0,0,0,0,0
2023-05-26 18:33:30,0,0,3,0,0,0,0,0,0,0
2023-05-26 18:33:45,0,0,3,0,0,0,0,0,0,0
2023-05-26 18:34:00,0,0,3,0,0,0,0,0,0,0
2023-05-26 18:34:15,0,0,3,0,0,0,0,0,0,0
2023-05-26 18:34:30,0,0,3,0,0,0,0,0,0,0
2023-05-26 18:34:45,1,0,3,0,0,0,0,0,0,0
2023-05-26 18:35:00,1,0,3,0,0,0,0,0,0,0

