"Time","by-stack"
2023-05-26 18:23:30,0.0444
2023-05-26 18:24:00,1.43
2023-05-26 18:24:30,3.51
2023-05-26 18:25:00,2.84
2023-05-26 18:25:30,3.53
2023-05-26 18:26:00,3.26
2023-05-26 18:26:30,3.58
2023-05-26 18:27:00,3.28
2023-05-26 18:27:30,3.28
2023-05-26 18:28:00,3.54
2023-05-26 18:28:30,3.23
2023-05-26 18:29:00,3.02
2023-05-26 18:29:30,2.61
2023-05-26 18:30:00,2.61
2023-05-26 18:30:30,2.52
2023-05-26 18:31:00,2.91
2023-05-26 18:31:30,0.989
2023-05-26 18:32:00,0.0488
2023-05-26 18:32:30,1.30
2023-05-26 18:33:00,3.04
2023-05-26 18:33:30,2.18

