"Time","all-in-one"
2024-01-19 20:57:00,2273980416
2024-01-19 20:57:30,2465763328
2024-01-19 20:58:00,3403776000
2024-01-19 20:58:30,3990114304
2024-01-19 20:59:00,4165816320
2024-01-19 20:59:30,4346335232
2024-01-19 21:00:00,4417740800
2024-01-19 21:00:30,4463894528
2024-01-19 21:01:00,4523872256
2024-01-19 21:01:30,4573487104
2024-01-19 21:02:00,4615081984
2024-01-19 21:02:30,4667326464
2024-01-19 21:03:00,4694855680
2024-01-19 21:03:30,4673728512
2024-01-19 21:04:00,4694331392
2024-01-19 21:04:30,4694773760
2024-01-19 21:05:00,4700495872
2024-01-19 21:05:30,4723683328
2024-01-19 21:06:00,4713332736
2024-01-19 21:06:30,4732432384
2024-01-19 21:07:00,4728221696
