"Time","all-in-one"
2024-01-19 20:57:00,12607488
2024-01-19 20:57:30,14708736
2024-01-19 20:58:00,25300992
2024-01-19 20:58:30,55050240
2024-01-19 20:59:00,54571008
2024-01-19 20:59:30,92966912
2024-01-19 21:00:00,119197696
2024-01-19 21:00:30,140816384
2024-01-19 21:01:00,182927360
2024-01-19 21:01:30,174567424
2024-01-19 21:02:00,214544384
2024-01-19 21:02:30,220835840
2024-01-19 21:03:00,271790080
2024-01-19 21:03:30,280178688
2024-01-19 21:04:00,267595776
2024-01-19 21:04:30,259289088
2024-01-19 21:05:00,285110272
2024-01-19 21:05:30,297693184
2024-01-19 21:06:00,303501312
2024-01-19 21:06:30,288821248
2024-01-19 21:07:00,292532224
