"Time","all-in-one"
2024-02-27 08:40:00,2353385472
2024-02-27 08:40:30,2702671872
2024-02-27 08:41:00,3855671296
2024-02-27 08:41:30,4318081024
2024-02-27 08:42:00,4565385216
2024-02-27 08:42:30,4731883520
2024-02-27 08:43:00,4802633728
2024-02-27 08:43:30,4925726720
2024-02-27 08:44:00,4982906880
2024-02-27 08:44:30,5042896896
2024-02-27 08:45:00,5124968448
2024-02-27 08:45:30,5216489472
2024-02-27 08:46:00,5251371008
2024-02-27 08:46:30,5256663040
2024-02-27 08:47:00,5263089664
2024-02-27 08:47:30,5242421248
2024-02-27 08:48:00,5237055488
2024-02-27 08:48:30,5243240448
2024-02-27 08:49:00,5264293888
2024-02-27 08:49:30,5257699328
2024-02-27 08:50:00,5329993728
