"Time","by-dependencies - by-dependencies","by-dependencies - carts","by-dependencies - carts-db","by-dependencies - catalogue","by-dependencies - catalogue-db","by-dependencies - front-end","by-dependencies - orders-db","by-dependencies - queue-master","by-dependencies - rabbitmq","by-dependencies - rabbitmq-exporter","by-dependencies - session-db","by-dependencies - user","by-dependencies - user-db"
2024-02-27 02:20:30,1,1,1,1,1,1,1,1,1,1,1,1,1
2024-02-27 02:20:45,1,1,1,1,1,1,1,1,1,1,1,1,1
2024-02-27 02:21:00,1,1,1,1,1,1,1,1,1,1,1,1,1
2024-02-27 02:21:15,1,1,1,1,1,1,1,1,1,1,1,1,1
2024-02-27 02:21:30,1,1,1,1,1,1,1,1,1,1,1,1,1
2024-02-27 02:21:45,1,1,1,1,1,1,1,1,1,1,1,1,1
2024-02-27 02:22:00,1,2,1,1,1,1,1,1,1,1,1,1,1
2024-02-27 02:22:15,1,2,1,1,1,1,1,1,1,1,1,2,1
2024-02-27 02:22:30,1,2,1,1,1,1,1,1,1,1,1,2,1
2024-02-27 02:22:45,1,2,1,1,1,1,1,1,1,1,1,2,1
2024-02-27 02:23:00,2,2,1,1,1,2,1,2,1,1,1,2,1
2024-02-27 02:23:15,2,2,1,2,1,2,1,2,1,1,1,2,1
2024-02-27 02:23:30,2,2,1,2,1,2,1,2,1,1,1,2,1
2024-02-27 02:23:45,2,3,1,2,1,2,1,2,1,1,1,2,1
2024-02-27 02:24:00,2,3,1,2,1,2,1,2,1,1,1,2,1
2024-02-27 02:24:15,2,3,1,2,1,2,1,2,1,1,1,2,1
2024-02-27 02:24:30,2,3,1,2,1,2,1,2,1,1,1,2,1
2024-02-27 02:24:45,2,3,1,2,1,2,1,2,1,1,1,2,1
2024-02-27 02:25:00,2,3,1,2,1,2,1,2,1,1,1,2,1
2024-02-27 02:25:15,2,3,1,2,1,2,1,2,1,1,1,2,1
2024-02-27 02:25:30,2,3,1,2,1,2,1,2,1,1,1,2,1
2024-02-27 02:25:45,2,4,1,2,1,2,1,2,1,1,1,2,1
2024-02-27 02:26:00,2,4,1,2,1,2,1,2,1,1,1,2,1
2024-02-27 02:26:15,2,4,1,2,1,2,1,2,1,1,1,2,1
2024-02-27 02:26:30,2,4,1,2,1,2,1,2,1,1,1,2,1
2024-02-27 02:26:45,2,4,1,2,1,2,1,2,1,1,1,2,1
2024-02-27 02:27:00,2,4,1,2,1,2,1,2,1,1,1,2,1
2024-02-27 02:27:15,2,4,1,2,1,2,1,2,1,1,1,2,1
2024-02-27 02:27:30,2,4,1,2,1,2,1,2,1,1,1,2,1
2024-02-27 02:27:45,2,4,1,2,1,2,1,2,1,1,1,2,1
2024-02-27 02:28:00,2,4,1,2,1,2,1,2,1,1,1,2,1
2024-02-27 02:28:15,2,4,1,2,1,2,1,2,1,1,1,2,1
2024-02-27 02:28:30,2,4,1,2,1,2,1,2,1,1,1,2,1
2024-02-27 02:28:45,2,4,1,2,1,2,1,2,1,1,1,2,1
2024-02-27 02:29:00,2,4,1,2,1,2,1,2,1,1,1,2,1
2024-02-27 02:29:15,2,4,1,2,1,2,1,2,1,1,1,2,1
2024-02-27 02:29:30,2,4,1,2,1,2,1,2,1,1,1,2,1
2024-02-27 02:29:45,3,4,1,2,1,2,1,2,1,1,1,2,1
2024-02-27 02:30:00,3,4,1,2,1,2,1,2,1,1,1,2,1
2024-02-27 02:30:15,3,4,1,2,1,2,1,2,1,1,1,2,1
2024-02-27 02:30:30,3,4,1,2,1,2,1,2,1,1,1,2,1
