"Time","by-dependencies"
2024-02-27 02:20:30,0.820
2024-02-27 02:21:00,3.84
2024-02-27 02:21:30,5.53
2024-02-27 02:22:00,5.43
2024-02-27 02:22:30,5.23
2024-02-27 02:23:00,5.55
2024-02-27 02:23:30,6.22
2024-02-27 02:24:00,6.85
2024-02-27 02:24:30,6.34
2024-02-27 02:25:00,6.47
2024-02-27 02:25:30,6.14
2024-02-27 02:26:00,6.18
2024-02-27 02:26:30,6.13
2024-02-27 02:27:00,5.73
2024-02-27 02:27:30,6.09
2024-02-27 02:28:00,5.71
2024-02-27 02:28:30,5.11
2024-02-27 02:29:00,5.35
2024-02-27 02:29:30,5.50
2024-02-27 02:30:00,5.59
2024-02-27 02:30:30,3.57
