"Time","by-dependencies"
2023-05-27 15:14:00,2048004096
2023-05-27 15:14:30,2189344768
2023-05-27 15:15:00,2633863168
2023-05-27 15:15:30,2753024000
2023-05-27 15:16:00,2829037568
2023-05-27 15:16:30,2921431040
2023-05-27 15:17:00,2951839744
2023-05-27 15:17:30,3013091328
2023-05-27 15:18:00,3068841984
2023-05-27 15:18:30,3140972544
2023-05-27 15:19:00,3170402304
2023-05-27 15:19:30,3307876352
2023-05-27 15:20:00,3453534208
2023-05-27 15:20:30,3696197632
2023-05-27 15:21:00,3719532544
2023-05-27 15:21:30,3776053248
2023-05-27 15:22:00,3703361536
2023-05-27 15:22:30,3705466880
2023-05-27 15:23:00,3759370240
2023-05-27 15:23:30,3769409536
2023-05-27 15:24:00,3128360960

