"Time","by-dependencies"
2023-05-27 15:14:00,0.0401
2023-05-27 15:14:30,0.404
2023-05-27 15:15:00,2.70
2023-05-27 15:15:30,3.29
2023-05-27 15:16:00,3.39
2023-05-27 15:16:30,3.41
2023-05-27 15:17:00,3.33
2023-05-27 15:17:30,3.47
2023-05-27 15:18:00,3.56
2023-05-27 15:18:30,3.59
2023-05-27 15:19:00,3.44
2023-05-27 15:19:30,2.74
2023-05-27 15:20:00,2.81
2023-05-27 15:20:30,2.76
2023-05-27 15:21:00,1.93
2023-05-27 15:21:30,0.0902
2023-05-27 15:22:00,0.0609
2023-05-27 15:22:30,0.0502
2023-05-27 15:23:00,0.0341
2023-05-27 15:23:30,0.107
2023-05-27 15:24:00,0.0371

