"Time","by-dependencies - by-dependencies","by-dependencies - carts","by-dependencies - carts-db","by-dependencies - catalogue","by-dependencies - catalogue-db","by-dependencies - front-end","by-dependencies - orders-db","by-dependencies - queue-master","by-dependencies - rabbitmq","by-dependencies - rabbitmq-exporter","by-dependencies - session-db","by-dependencies - user","by-dependencies - user-db"
2023-05-27 15:14:00,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-27 15:14:15,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-27 15:14:30,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-27 15:14:45,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-27 15:15:00,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-27 15:15:15,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-27 15:15:30,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-27 15:15:45,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-27 15:16:00,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-27 15:16:15,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-27 15:16:30,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-27 15:16:45,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-27 15:17:00,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-27 15:17:15,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-27 15:17:30,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-27 15:17:45,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-27 15:18:00,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-27 15:18:15,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-27 15:18:30,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-27 15:18:45,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-27 15:19:00,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-27 15:19:15,0,0,0,0,0,1,0,0,0,0,0,0,0
2023-05-27 15:19:30,0,0,0,0,0,1,0,0,0,0,0,0,0
2023-05-27 15:19:45,0,0,0,0,0,1,0,0,0,0,0,0,0
2023-05-27 15:20:00,0,0,0,0,0,1,0,0,0,0,0,0,0
2023-05-27 15:20:15,0,0,0,0,0,1,0,0,0,0,0,0,0
2023-05-27 15:20:30,0,0,0,0,0,1,0,0,0,0,0,0,0
2023-05-27 15:20:45,0,0,0,0,0,1,0,0,0,0,0,0,0
2023-05-27 15:21:00,0,0,0,1,0,1,0,0,0,0,0,0,0
2023-05-27 15:21:15,0,0,0,1,0,2,0,0,0,0,0,0,0
2023-05-27 15:21:30,0,0,0,1,0,2,0,0,0,0,0,0,0
2023-05-27 15:21:45,0,0,0,1,0,2,0,0,0,0,0,0,0
2023-05-27 15:22:00,0,0,0,1,0,2,0,0,0,0,0,0,0
2023-05-27 15:22:15,0,0,0,1,0,2,0,0,0,0,0,0,0
2023-05-27 15:22:30,0,0,0,1,0,2,0,0,0,0,0,0,0
2023-05-27 15:22:45,0,0,0,1,0,3,0,0,0,0,0,0,0
2023-05-27 15:23:00,0,0,0,1,0,3,0,0,0,0,0,0,0
2023-05-27 15:23:15,0,0,0,1,0,3,0,0,0,0,0,0,0
2023-05-27 15:23:30,0,0,0,1,0,3,0,0,0,0,0,0,0
2023-05-27 15:23:45,0,0,0,1,0,3,0,0,0,0,0,0,0
2023-05-27 15:24:00,0,0,0,1,0,3,0,0,0,0,0,0,0

