"Time","by-stack"
2024-02-27 07:53:30,3
2024-02-27 07:53:45,3
2024-02-27 07:54:00,3
2024-02-27 07:54:15,4
2024-02-27 07:54:30,5
2024-02-27 07:54:45,5
2024-02-27 07:55:00,5
2024-02-27 07:55:15,5
2024-02-27 07:55:30,5
2024-02-27 07:55:45,6
2024-02-27 07:56:00,6
2024-02-27 07:56:15,6
2024-02-27 07:56:30,6
2024-02-27 07:56:45,6
2024-02-27 07:57:00,6
2024-02-27 07:57:15,6
2024-02-27 07:57:30,6
2024-02-27 07:57:45,6
2024-02-27 07:58:00,6
2024-02-27 07:58:15,6
2024-02-27 07:58:30,6
2024-02-27 07:58:45,6
2024-02-27 07:59:00,6
2024-02-27 07:59:15,6
2024-02-27 07:59:30,6
2024-02-27 07:59:45,6
2024-02-27 08:00:00,6
2024-02-27 08:00:15,6
2024-02-27 08:00:30,6
2024-02-27 08:00:45,6
2024-02-27 08:01:00,6
2024-02-27 08:01:15,6
2024-02-27 08:01:30,6
2024-02-27 08:01:45,6
2024-02-27 08:02:00,6
2024-02-27 08:02:15,6
2024-02-27 08:02:30,6
2024-02-27 08:02:45,6
2024-02-27 08:03:00,6
2024-02-27 08:03:15,6
2024-02-27 08:03:30,6
