"Time","by-stack"
2024-02-27 07:53:30,35708928
2024-02-27 07:54:00,37679104
2024-02-27 07:54:30,41738240
2024-02-27 07:55:00,79605760
2024-02-27 07:55:30,104513536
2024-02-27 07:56:00,106848256
2024-02-27 07:56:30,141049856
2024-02-27 07:57:00,146292736
2024-02-27 07:57:30,167751680
2024-02-27 07:58:00,180903936
2024-02-27 07:58:30,217034752
2024-02-27 07:59:00,237522944
2024-02-27 07:59:30,256413696
2024-02-27 08:00:00,260718592
2024-02-27 08:00:30,274919424
2024-02-27 08:01:00,289116160
2024-02-27 08:01:30,300171264
2024-02-27 08:02:00,325115904
2024-02-27 08:02:30,344530944
2024-02-27 08:03:00,357195776
2024-02-27 08:03:30,366149632
