"Time","by-stack"
2024-02-27 07:53:30,0.627
2024-02-27 07:54:00,2.93
2024-02-27 07:54:30,5.06
2024-02-27 07:55:00,5.30
2024-02-27 07:55:30,4.15
2024-02-27 07:56:00,4.14
2024-02-27 07:56:30,4.82
2024-02-27 07:57:00,4.50
2024-02-27 07:57:30,5.12
2024-02-27 07:58:00,5.28
2024-02-27 07:58:30,5.24
2024-02-27 07:59:00,5.35
2024-02-27 07:59:30,5.14
2024-02-27 08:00:00,5.26
2024-02-27 08:00:30,5.07
2024-02-27 08:01:00,4.69
2024-02-27 08:01:30,4.98
2024-02-27 08:02:00,5.12
2024-02-27 08:02:30,5.39
2024-02-27 08:03:00,5.20
2024-02-27 08:03:30,4.98
