"Time","by-stack - bystackgo","by-stack - bystackjvm","by-stack - bystacknode","by-stack - carts-db","by-stack - catalogue-db","by-stack - orders-db","by-stack - rabbitmq","by-stack - rabbitmq-exporter","by-stack - session-db","by-stack - user-db"
2024-02-27 07:53:30,1,1,1,1,1,1,1,1,1,1
2024-02-27 07:53:45,1,1,1,1,1,1,1,1,1,1
2024-02-27 07:54:00,1,1,1,1,1,1,1,1,1,1
2024-02-27 07:54:15,1,1,1,1,1,1,1,1,1,1
2024-02-27 07:54:30,1,1,1,1,1,1,1,1,1,1
2024-02-27 07:54:45,1,1,1,1,1,1,1,1,1,1
2024-02-27 07:55:00,1,1,1,1,1,1,1,1,1,1
2024-02-27 07:55:15,1,1,2,1,1,1,1,1,1,1
2024-02-27 07:55:30,1,1,2,1,1,1,1,1,1,1
2024-02-27 07:55:45,1,1,2,1,1,1,1,1,1,1
2024-02-27 07:56:00,1,1,2,1,1,1,1,1,1,1
2024-02-27 07:56:15,2,2,2,1,1,1,1,1,1,1
2024-02-27 07:56:30,2,2,2,1,1,1,1,1,1,1
2024-02-27 07:56:45,2,2,2,1,1,1,1,1,1,1
2024-02-27 07:57:00,2,2,2,1,1,1,1,1,1,1
2024-02-27 07:57:15,2,2,2,1,1,1,1,1,1,1
2024-02-27 07:57:30,2,2,2,1,1,1,1,1,1,1
2024-02-27 07:57:45,2,2,2,1,1,1,1,1,1,1
2024-02-27 07:58:00,2,2,2,1,1,1,1,1,1,1
2024-02-27 07:58:15,2,2,2,1,1,1,1,1,1,1
2024-02-27 07:58:30,2,2,2,1,1,1,1,1,1,1
2024-02-27 07:58:45,2,2,2,1,1,1,1,1,1,1
2024-02-27 07:59:00,2,2,2,1,1,1,1,1,1,1
2024-02-27 07:59:15,2,2,2,1,1,1,1,1,1,1
2024-02-27 07:59:30,2,2,2,1,1,1,1,1,1,1
2024-02-27 07:59:45,2,2,2,1,1,1,1,1,1,1
2024-02-27 08:00:00,2,2,2,1,1,1,1,1,1,1
2024-02-27 08:00:15,2,2,2,1,1,1,1,1,1,1
2024-02-27 08:00:30,2,2,2,1,1,1,1,1,1,1
2024-02-27 08:00:45,2,2,2,1,1,1,1,1,1,1
2024-02-27 08:01:00,2,2,2,1,1,1,1,1,1,1
2024-02-27 08:01:15,2,2,2,1,1,1,1,1,1,1
2024-02-27 08:01:30,2,2,2,1,1,1,1,1,1,1
2024-02-27 08:01:45,2,2,2,1,1,1,1,1,1,1
2024-02-27 08:02:00,2,2,2,1,1,1,1,1,1,1
2024-02-27 08:02:15,2,2,2,1,1,1,1,1,1,1
2024-02-27 08:02:30,2,2,2,1,1,1,1,1,1,1
2024-02-27 08:02:45,2,2,2,1,1,1,1,1,1,1
2024-02-27 08:03:00,2,2,2,1,1,1,1,1,1,1
2024-02-27 08:03:15,2,2,2,1,1,1,1,1,1,1
2024-02-27 08:03:30,2,2,2,1,1,1,1,1,1,1
