"Time","by-stack"
2024-02-27 04:04:00,29663232
2024-02-27 04:04:30,29675520
2024-02-27 04:05:00,35856384
2024-02-27 04:05:30,54403072
2024-02-27 04:06:00,79065088
2024-02-27 04:06:30,85954560
2024-02-27 04:07:00,91844608
2024-02-27 04:07:30,118255616
2024-02-27 04:08:00,150360064
2024-02-27 04:08:30,176537600
2024-02-27 04:09:00,180248576
2024-02-27 04:09:30,201654272
2024-02-27 04:10:00,218447872
2024-02-27 04:10:30,245731328
2024-02-27 04:11:00,262221824
2024-02-27 04:11:30,292712448
2024-02-27 04:12:00,289931264
2024-02-27 04:12:30,301047808
2024-02-27 04:13:00,344121344
2024-02-27 04:13:30,355233792
2024-02-27 04:14:00,381530112
