"Time","by-stack"
2024-02-27 04:04:00,2235596800
2024-02-27 04:04:30,2408284160
2024-02-27 04:05:00,2994778112
2024-02-27 04:05:30,3773997056
2024-02-27 04:06:00,3937923072
2024-02-27 04:06:30,3988676608
2024-02-27 04:07:00,4330270720
2024-02-27 04:07:30,4400078848
2024-02-27 04:08:00,4503379968
2024-02-27 04:08:30,4519018496
2024-02-27 04:09:00,4559998976
2024-02-27 04:09:30,4644765696
2024-02-27 04:10:00,4698513408
2024-02-27 04:10:30,4699504640
2024-02-27 04:11:00,4721737728
2024-02-27 04:11:30,4738580480
2024-02-27 04:12:00,4750426112
2024-02-27 04:12:30,4751843328
2024-02-27 04:13:00,4755546112
2024-02-27 04:13:30,4764053504
2024-02-27 04:14:00,4772028416
