"workload","scenario","seconds","50%ile(ms)","66%ile(ms)","75%ile(ms)","80%ile(ms)","90%ile(ms)","95%ile(ms)","99%ile(ms)"
2400,"by-stack",420,3331.8467508468,3437.20380708469,3577.08463415895,3654.79620475577,3674.9216952426,3684.98444048602,3693.03463668075
2400,"by-stack",480,3510.60941838424,3618.05484518758,3760.55507830935,3839.72187448812,3904.37656571698,3936.70391133141,3962.56578782295
2400,"by-stack",540,3650.14473800074,3740.25631736795,3874.19930106484,3948.61206978534,4036.86335763937,4080.98900156639,4116.289516708
2400,"by-stack",600,3745.38086544194,3836.98334710313,3953.23014206335,4017.81169481903,4120.62135792237,4172.02618947404,4213.15005471538
4500,"all-in-one",0,0,0,0,0,0,0,0
4500,"all-in-one",60,1540.29420809013,1565.82815497297,1573.57385837255,1577.87702692787,1664.35176647598,1707.58913625004,1742.17903206929
4500,"all-in-one",120,2888.94082724662,2954.95694012376,3043.50638367545,3092.70051898194,3147.3131401789,3174.61945077737,3196.46449925615
4500,"all-in-one",180,3642.3438033235,3690.55926301872,3742.14344106236,3770.80131775327,3822.62934693435,3848.5433615249,3869.27457319733
4500,"all-in-one",240,4192.48227886869,4211.16316152117,4229.84150974587,4240.21836987071,4379.79263676896,4449.57977021808,4505.40947697738
4500,"all-in-one",300,4814.15262408989,4840.19883817577,4864.2621768069,4877.63069826864,5089.30888778879,5195.14798254887,5279.81925835693
4500,"all-in-one",360,5654.41545984257,5668.47515655626,5679.98711356854,5686.38264524203,5964.25831089025,6103.19614371436,6214.34640997365
4500,"all-in-one",420,6208.78517530862,6261.11733746482,6266.70649392442,6269.81158084642,6598.39503450933,6762.68676134078,6894.12014280595
4500,"all-in-one",480,6614.49573443604,6686.03862216968,6689.70972075116,6691.7492199631,7074.64449219102,7266.09212830499,7419.25023719616
4500,"all-in-one",540,6923.73345989353,7031.72774926673,7044.50487280294,7051.6032747675,7449.55654292164,7648.53317699871,7807.71448426037
4500,"all-in-one",600,7159.6466353732,7291.46287369549,7300.37865629751,7305.33186885419,7719.95725482354,7927.26994780822,8093.12010219596
4500,"benchmark",0,0,0,0,0,0,0,0
4500,"benchmark",60,1515.77471325644,1616.17906215639,1650.6861390762,1669.85673736498,1670.72400194332,1671.1576342325,1671.50454006384
4500,"benchmark",120,2834.02568495633,2893.98198578365,2946.96642011782,2976.40221697014,3055.33840202525,3094.80649455281,3126.38096857485
4500,"benchmark",180,4241.61108011896,4578.01675408788,4629.94487252684,4658.79382721516,4768.37009172111,4823.15822397408,4866.98872977647
4500,"benchmark",240,5371.48793878484,5759.29040037551,5896.79663906598,5973.18899389402,6105.52583072717,6171.69424914375,6224.62898387701
4500,"benchmark",300,6359.16725340654,6612.65557715461,6683.07146879709,6722.19140859847,7108.91809743925,7302.28144185964,7456.97211739595
4500,"benchmark",360,8758.86190257587,8774.54777749194,8783.37108213223,8946.69232075779,9273.33479800893,9436.65603663449,9567.31302753495
4500,"benchmark",420,10131.6627118375,10209.6082832681,10210.1949570152,10210.5208868747,10511.7851803377,10662.4173270693,10782.9230444545
4500,"benchmark",480,10796.9260708086,10944.1282501695,11115.779755877,11211.1417034923,11535.649966535,11697.9040980563,11827.7074032734
4500,"benchmark",540,11166.600565912,11336.4448569952,11515.8520844561,11615.5227663788,12501.1290869196,12943.9322471899,13298.1747754062
4500,"benchmark",600,11840.1054973407,12118.8232613359,12240.0538496579,12307.4041765035,12812.7600019113,13065.4379146153,13267.5802447784
4500,"by-dependencies",0,0,0,0,0,0,0,0
4500,"by-dependencies",60,1159.31079455679,1166.88546296266,1168.10112759743,1168.77649683897,1210.4943304948,1231.35324732272,1248.04038078505
4500,"by-dependencies",120,2300.02387765774,2332.16460847034,2353.57325324423,2365.46694478528,2466.7737969007,2517.42722295841,2557.94996380458
4500,"by-dependencies",180,2928.98200304352,2991.98731049886,3041.48370626762,3068.98170391693,3109.34499456378,3129.5266398872,3145.67195614594
4500,"by-dependencies",240,3944.27355154789,4054.44661594973,4174.15621544038,4240.66154849074,4267.19875244492,4280.46735442201,4291.08223600368
4500,"by-dependencies",300,5104.89993678301,5291.86087801388,5391.88498327222,5447.45393063797,5643.11440655539,5740.9446445141,5819.20883488107
4500,"by-dependencies",360,6175.22699679034,6246.88872355004,6344.79142814011,6399.18181957903,6681.66315932934,6822.90382920449,6935.89636510462
4500,"by-dependencies",420,7252.33209148835,7315.67400678867,7346.14839725338,7363.07861417821,7784.65713942817,7995.44640205314,8164.07781215312
4500,"by-dependencies",480,7882.36826095879,8019.87019543193,8193.96535518652,8290.68488838351,8660.7150553417,8845.7301388208,8993.74220560407
4500,"by-dependencies",540,8372.29341141681,8555.6539653761,8772.45940484633,8892.90687121867,9289.67988923669,9488.0663982457,9646.77560545291
4500,"by-dependencies",600,9401.43162874289,9416.87273976835,9421.89725270006,9424.68864877323,9788.29697192011,9970.10113349356,10115.5444627523
4500,"by-stack",0,0,0,0,0,0,0,0
4500,"by-stack",60,1228.98986086521,1257.76509111401,1272.70488850433,1281.0047759434,1336.08764054837,1363.62907285085,1385.66221869283
4500,"by-stack",120,2448.06448895763,2449.77219927238,2450.97495571076,2451.64315373208,2471.24730850602,2481.04938589299,2488.89104780257
4500,"by-stack",180,2722.283281974,2726.56471256993,2729.74545214889,2731.51252969276,2797.33498128472,2830.2462070807,2856.57518771748
4500,"by-stack",240,3874.53955985824,3925.45746054405,3962.21779967776,3982.64021030759,4601.5115159583,4910.94716878366,5158.49569104395
4500,"by-stack",300,4911.49595424035,4925.43774055514,4938.1469922819,4945.20768768565,5459.57757966306,5716.76252565177,5922.51048244273
4500,"by-stack",360,5833.8804632732,5941.43755632874,5977.1290942531,5996.9577264333,6362.97283364568,6545.98038725186,6692.38643013681
4500,"by-stack",420,6714.1300683582,6788.45976214309,6847.28903830029,6879.97196949873,7039.38516958751,7119.09176963191,7182.85704966742
4500,"by-stack",480,7533.1879173838,7646.40244821574,7701.33061729288,7731.84626678017,8217.13065370379,8459.7728471656,8653.88660193505
4500,"by-stack",540,8076.14485712113,8398.39073303179,8496.11087030215,8550.39983545235,8892.01177516507,9062.81774502142,9199.46252090651
4500,"by-stack",600,8726.56927128847,8873.5231646118,8949.27903666988,8991.3656322577,9665.297418412,10002.2633114892,10271.8360259509
