"Time","by-stack"
2023-05-29 16:26:00,1975853056
2023-05-29 16:26:30,2034917376
2023-05-29 16:27:00,2476142592
2023-05-29 16:27:30,2597564416
2023-05-29 16:28:00,2700169216
2023-05-29 16:28:30,2748182528
2023-05-29 16:29:00,2820820992
2023-05-29 16:29:30,2855301120
2023-05-29 16:30:00,2910527488
2023-05-29 16:30:30,2963558400
2023-05-29 16:31:00,3048943616
2023-05-29 16:31:30,3114774528
2023-05-29 16:32:00,3239366656
2023-05-29 16:32:30,3340369920
2023-05-29 16:33:00,3366699008
2023-05-29 16:33:30,3395170304
2023-05-29 16:34:00,3376001024
2023-05-29 16:34:30,3427418112
2023-05-29 16:35:00,3427753984
2023-05-29 16:35:30,3427917824
2023-05-29 16:36:00,2844528640

