"Time","by-stack"
2023-05-29 16:26:00,0.0431
2023-05-29 16:26:30,0.154
2023-05-29 16:27:00,2.15
2023-05-29 16:27:30,3.37
2023-05-29 16:28:00,3.52
2023-05-29 16:28:30,3.53
2023-05-29 16:29:00,3.52
2023-05-29 16:29:30,3.45
2023-05-29 16:30:00,3.32
2023-05-29 16:30:30,3.32
2023-05-29 16:31:00,3.39
2023-05-29 16:31:30,3.20
2023-05-29 16:32:00,2.52
2023-05-29 16:32:30,2.56
2023-05-29 16:33:00,1.05
2023-05-29 16:33:30,0.0778
2023-05-29 16:34:00,0.0534
2023-05-29 16:34:30,0.0645
2023-05-29 16:35:00,0.0509
2023-05-29 16:35:30,0.0887
2023-05-29 16:36:00,0.0662

