"Time","all-in-one"
2024-01-22 23:55:00,0.455
2024-01-22 23:55:30,2.40
2024-01-22 23:56:00,5.28
2024-01-22 23:56:30,5.58
2024-01-22 23:57:00,5.30
2024-01-22 23:57:30,5.77
2024-01-22 23:58:00,6.15
2024-01-22 23:58:30,5.66
2024-01-22 23:59:00,5.06
2024-01-22 23:59:30,6.15
2024-01-23 00:00:00,6.03
2024-01-23 00:00:30,5.88
2024-01-23 00:01:00,5.67
2024-01-23 00:01:30,5.71
2024-01-23 00:02:00,5.68
2024-01-23 00:02:30,5.15
2024-01-23 00:03:00,5.77
2024-01-23 00:03:30,5.35
2024-01-23 00:04:00,5.18
2024-01-23 00:04:30,5.88
2024-01-23 00:05:00,5.44
