"Time","all-in-one"
2024-01-22 23:55:00,10694656
2024-01-22 23:55:30,11214848
2024-01-22 23:56:00,19714048
2024-01-22 23:56:30,20234240
2024-01-22 23:57:00,46059520
2024-01-22 23:57:30,93868032
2024-01-22 23:58:00,94404608
2024-01-22 23:58:30,118120448
2024-01-22 23:59:00,146034688
2024-01-22 23:59:30,153374720
2024-01-23 00:00:00,191778816
2024-01-23 00:00:30,185487360
2024-01-23 00:01:00,209764352
2024-01-23 00:01:30,223956992
2024-01-23 00:02:00,223956992
2024-01-23 00:02:30,232345600
2024-01-23 00:03:00,232345600
2024-01-23 00:03:30,219762688
2024-01-23 00:04:00,222490624
2024-01-23 00:04:30,226684928
2024-01-23 00:05:00,229830656
