"Time","all-in-one"
2024-01-22 23:55:00,2162393088
2024-01-22 23:55:30,2258243584
2024-01-22 23:56:00,3142770688
2024-01-22 23:56:30,3727175680
2024-01-22 23:57:00,3890532352
2024-01-22 23:57:30,3971813376
2024-01-22 23:58:00,4019421184
2024-01-22 23:58:30,4054294528
2024-01-22 23:59:00,4094783488
2024-01-22 23:59:30,4128235520
2024-01-23 00:00:00,4136325120
2024-01-23 00:00:30,4168437760
2024-01-23 00:01:00,4160757760
2024-01-23 00:01:30,4169658368
2024-01-23 00:02:00,4177100800
2024-01-23 00:02:30,4189061120
2024-01-23 00:03:00,4198858752
2024-01-23 00:03:30,4208533504
2024-01-23 00:04:00,4233576448
2024-01-23 00:04:30,4233920512
2024-01-23 00:05:00,4240277504
