"Time","by-dependencies"
2023-05-29 15:31:30,4567040
2023-05-29 15:32:00,4567040
2023-05-29 15:32:30,5013504
2023-05-29 15:33:00,23764992
2023-05-29 15:33:30,26107904
2023-05-29 15:34:00,54460416
2023-05-29 15:34:30,66535424
2023-05-29 15:35:00,91303936
2023-05-29 15:35:30,103460864
2023-05-29 15:36:00,135761920
2023-05-29 15:36:30,150441984
2023-05-29 15:37:00,163778560
2023-05-29 15:37:30,171687936
2023-05-29 15:38:00,202137600
2023-05-29 15:38:30,212144128
2023-05-29 15:39:00,230535168
2023-05-29 15:39:30,234131456
2023-05-29 15:40:00,245010432
2023-05-29 15:40:30,254664704
2023-05-29 15:41:00,260472832
2023-05-29 15:41:30,268730368

