"Time","by-dependencies"
2023-05-29 15:31:30,0.0401
2023-05-29 15:32:00,0.361
2023-05-29 15:32:30,2.77
2023-05-29 15:33:00,3.12
2023-05-29 15:33:30,3.27
2023-05-29 15:34:00,3.17
2023-05-29 15:34:30,3.40
2023-05-29 15:35:00,3.22
2023-05-29 15:35:30,3.31
2023-05-29 15:36:00,3.36
2023-05-29 15:36:30,3.27
2023-05-29 15:37:00,3.36
2023-05-29 15:37:30,3.36
2023-05-29 15:38:00,3.14
2023-05-29 15:38:30,3.05
2023-05-29 15:39:00,3.30
2023-05-29 15:39:30,3.47
2023-05-29 15:40:00,3.24
2023-05-29 15:40:30,3.06
2023-05-29 15:41:00,3.25
2023-05-29 15:41:30,3.26

