"Time","Total Cost"
2023-05-29 15:33:45,74.41
2023-05-29 15:34:00,115.73
2023-05-29 15:34:15,115.73
2023-05-29 15:34:30,115.73
2023-05-29 15:34:45,115.73
2023-05-29 15:35:00,118.90
2023-05-29 15:35:15,118.90
2023-05-29 15:35:30,118.90
2023-05-29 15:35:45,118.90
2023-05-29 15:36:00,122.61
2023-05-29 15:36:15,122.61
2023-05-29 15:36:30,122.61
2023-05-29 15:36:45,122.61
2023-05-29 15:37:00,126.05
2023-05-29 15:37:15,126.05
2023-05-29 15:37:30,126.05
2023-05-29 15:37:45,126.05
2023-05-29 15:38:00,130.51
2023-05-29 15:38:15,130.51
2023-05-29 15:38:30,130.51
2023-05-29 15:38:45,130.51
2023-05-29 15:39:00,130.25
2023-05-29 15:39:15,130.25
2023-05-29 15:39:30,130.25
2023-05-29 15:39:45,130.25
2023-05-29 15:40:00,130.96
2023-05-29 15:40:15,130.96
2023-05-29 15:40:30,130.96
2023-05-29 15:40:45,130.96
2023-05-29 15:41:00,129.98
2023-05-29 15:41:15,129.98
2023-05-29 15:41:30,129.98
2023-05-29 15:41:45,129.98
2023-05-29 15:42:00,128.90
2023-05-29 15:42:15,128.90
2023-05-29 15:42:30,128.90
2023-05-29 15:42:45,128.90
2023-05-29 15:43:00,102.48
2023-05-29 15:43:15,102.48
2023-05-29 15:43:30,102.48
2023-05-29 15:43:45,102.48

