"Time","all-in-one"
2023-05-28 11:22:30,2260746240
2023-05-28 11:23:00,2477641728
2023-05-28 11:23:30,2614861824
2023-05-28 11:24:00,2662244352
2023-05-28 11:24:30,2765070336
2023-05-28 11:25:00,2852528128
2023-05-28 11:25:30,2884608000
2023-05-28 11:26:00,2946428928
2023-05-28 11:26:30,3053637632
2023-05-28 11:27:00,3027009536
2023-05-28 11:27:30,3146698752
2023-05-28 11:28:00,3287887872
2023-05-28 11:28:30,3290230784
2023-05-28 11:29:00,3526832128
2023-05-28 11:29:30,3475361792
2023-05-28 11:30:00,3598753792
2023-05-28 11:30:30,3568496640
2023-05-28 11:31:00,3702984704
2023-05-28 11:31:30,3655323648
2023-05-28 11:32:00,3675021312
2023-05-28 11:32:30,4715487232

