"Time","all-in-one"
2023-05-28 11:22:30,18071552
2023-05-28 11:23:00,24072192
2023-05-28 11:23:30,24072192
2023-05-28 11:24:00,54308864
2023-05-28 11:24:30,54308864
2023-05-28 11:25:00,88227840
2023-05-28 11:25:30,88227840
2023-05-28 11:26:00,131301376
2023-05-28 11:26:30,131301376
2023-05-28 11:27:00,138788864
2023-05-28 11:27:30,140402688
2023-05-28 11:28:00,144601088
2023-05-28 11:28:30,153608192
2023-05-28 11:29:00,167804928
2023-05-28 11:29:30,167804928
2023-05-28 11:30:00,169418752
2023-05-28 11:30:30,169418752
2023-05-28 11:31:00,176275456
2023-05-28 11:31:30,176275456
2023-05-28 11:32:00,176275456
2023-05-28 11:32:30,192024576

