"Time","all-in-one"
2023-05-28 11:22:30,0.809
2023-05-28 11:23:00,3.48
2023-05-28 11:23:30,3.63
2023-05-28 11:24:00,3.66
2023-05-28 11:24:30,3.60
2023-05-28 11:25:00,3.67
2023-05-28 11:25:30,3.64
2023-05-28 11:26:00,3.64
2023-05-28 11:26:30,3.65
2023-05-28 11:27:00,3.63
2023-05-28 11:27:30,3.64
2023-05-28 11:28:00,3.66
2023-05-28 11:28:30,3.39
2023-05-28 11:29:00,3.66
2023-05-28 11:29:30,3.66
2023-05-28 11:30:00,3.27
2023-05-28 11:30:30,3.59
2023-05-28 11:31:00,3.21
2023-05-28 11:31:30,3.69
2023-05-28 11:32:00,2.90
2023-05-28 11:32:30,2.66

