"Time","all-in-one"
2023-05-29 17:21:30,0.0417
2023-05-29 17:22:00,1.16
2023-05-29 17:22:30,3.18
2023-05-29 17:23:00,3.41
2023-05-29 17:23:30,3.30
2023-05-29 17:24:00,2.65
2023-05-29 17:24:30,3.41
2023-05-29 17:25:00,3.19
2023-05-29 17:25:30,3.14
2023-05-29 17:26:00,2.83
2023-05-29 17:26:30,3.04
2023-05-29 17:27:00,3.16
2023-05-29 17:27:30,3.16
2023-05-29 17:28:00,3.17
2023-05-29 17:28:30,2.30
2023-05-29 17:29:00,3.16
2023-05-29 17:29:30,3.16
2023-05-29 17:30:00,3.17
2023-05-29 17:30:30,3.17
2023-05-29 17:31:00,2.50
2023-05-29 17:31:30,3.01

