"Time","all-in-one"
2023-05-29 17:21:30,6422528
2023-05-29 17:22:00,6434816
2023-05-29 17:22:30,10612736
2023-05-29 17:23:00,28762112
2023-05-29 17:23:30,24588288
2023-05-29 17:24:00,59187200
2023-05-29 17:24:30,59195392
2023-05-29 17:25:00,89726976
2023-05-29 17:25:30,89726976
2023-05-29 17:26:00,109731840
2023-05-29 17:26:30,109731840
2023-05-29 17:27:00,110788608
2023-05-29 17:27:30,110788608
2023-05-29 17:28:00,110792704
2023-05-29 17:28:30,110792704
2023-05-29 17:29:00,119181312
2023-05-29 17:29:30,103452672
2023-05-29 17:30:00,103460864
2023-05-29 17:30:30,103460864
2023-05-29 17:31:00,106614784
2023-05-29 17:31:30,106614784

