"Time","Total Cost"
2023-05-29 17:22:45,67.18
2023-05-29 17:23:00,84.96
2023-05-29 17:23:15,84.96
2023-05-29 17:23:30,84.96
2023-05-29 17:23:45,84.96
2023-05-29 17:24:00,115.38
2023-05-29 17:24:15,115.38
2023-05-29 17:24:30,115.38
2023-05-29 17:24:45,115.38
2023-05-29 17:25:00,117.48
2023-05-29 17:25:15,117.48
2023-05-29 17:25:30,117.48
2023-05-29 17:25:45,117.48
2023-05-29 17:26:00,110.55
2023-05-29 17:26:15,110.55
2023-05-29 17:26:30,110.55
2023-05-29 17:26:45,110.55
2023-05-29 17:27:00,111.58
2023-05-29 17:27:15,111.58
2023-05-29 17:27:30,111.58
2023-05-29 17:27:45,111.58
2023-05-29 17:28:00,111.30
2023-05-29 17:28:15,111.30
2023-05-29 17:28:30,111.30
2023-05-29 17:28:45,111.30
2023-05-29 17:29:00,110.85
2023-05-29 17:29:15,110.85
2023-05-29 17:29:30,110.85
2023-05-29 17:29:45,110.85
2023-05-29 17:30:00,111.02
2023-05-29 17:30:15,111.02
2023-05-29 17:30:30,111.02
2023-05-29 17:30:45,111.02
2023-05-29 17:31:00,111.06
2023-05-29 17:31:15,111.06
2023-05-29 17:31:30,111.06
2023-05-29 17:31:45,111.06
2023-05-29 17:32:00,111.24
2023-05-29 17:32:15,111.24
2023-05-29 17:32:30,111.24
2023-05-29 17:32:45,111.24

