"Time","by-stack"
2023-05-29 10:32:30,3530752
2023-05-29 10:33:00,3530752
2023-05-29 10:33:30,8228864
2023-05-29 10:34:00,9244672
2023-05-29 10:34:30,9314304
2023-05-29 10:35:00,42586112
2023-05-29 10:35:30,64471040
2023-05-29 10:36:00,67334144
2023-05-29 10:36:30,99921920
2023-05-29 10:37:00,110157824
2023-05-29 10:37:30,142262272
2023-05-29 10:38:00,140472320
2023-05-29 10:38:30,150958080
2023-05-29 10:39:00,152637440
2023-05-29 10:39:30,162643968
2023-05-29 10:40:00,168935424
2023-05-29 10:40:30,169459712
2023-05-29 10:41:00,176881664
2023-05-29 10:41:30,195756032
2023-05-29 10:42:00,195756032
2023-05-29 10:42:30,193175552

