"Time","by-stack"
2023-05-29 10:32:30,0.0444
2023-05-29 10:33:00,0.0494
2023-05-29 10:33:30,1.70
2023-05-29 10:34:00,3.36
2023-05-29 10:34:30,3.32
2023-05-29 10:35:00,3.22
2023-05-29 10:35:30,3.18
2023-05-29 10:36:00,3.11
2023-05-29 10:36:30,3.13
2023-05-29 10:37:00,2.91
2023-05-29 10:37:30,3.00
2023-05-29 10:38:00,2.68
2023-05-29 10:38:30,2.99
2023-05-29 10:39:00,2.46
2023-05-29 10:39:30,2.44
2023-05-29 10:40:00,2.52
2023-05-29 10:40:30,2.76
2023-05-29 10:41:00,2.97
2023-05-29 10:41:30,2.85
2023-05-29 10:42:00,3.12
2023-05-29 10:42:30,3.02

