"Time","Total Cost"
2023-05-29 10:34:45,68.18
2023-05-29 10:35:00,104.19
2023-05-29 10:35:15,104.19
2023-05-29 10:35:30,104.19
2023-05-29 10:35:45,104.19
2023-05-29 10:36:00,115.12
2023-05-29 10:36:15,115.12
2023-05-29 10:36:30,115.12
2023-05-29 10:36:45,115.12
2023-05-29 10:37:00,112.81
2023-05-29 10:37:15,112.81
2023-05-29 10:37:30,112.81
2023-05-29 10:37:45,112.81
2023-05-29 10:38:00,111.13
2023-05-29 10:38:15,111.13
2023-05-29 10:38:30,111.13
2023-05-29 10:38:45,111.13
2023-05-29 10:39:00,111.81
2023-05-29 10:39:15,111.81
2023-05-29 10:39:30,111.81
2023-05-29 10:39:45,111.81
2023-05-29 10:40:00,112.16
2023-05-29 10:40:15,112.16
2023-05-29 10:40:30,112.16
2023-05-29 10:40:45,112.16
2023-05-29 10:41:00,112.69
2023-05-29 10:41:15,112.69
2023-05-29 10:41:30,112.69
2023-05-29 10:41:45,112.69
2023-05-29 10:42:00,113.34
2023-05-29 10:42:15,113.34
2023-05-29 10:42:30,113.34
2023-05-29 10:42:45,113.34
2023-05-29 10:43:00,114.84
2023-05-29 10:43:15,114.84
2023-05-29 10:43:30,114.84
2023-05-29 10:43:45,114.84
2023-05-29 10:44:00,110.18
2023-05-29 10:44:15,110.18
2023-05-29 10:44:30,110.18
2023-05-29 10:44:45,110.18

