"workload","scenario","Min","First.Quartile","Median","Third.Quartile","Maximum"
"300","benchmark",9.44140911102295,23.3629913330078,30.6283779144287,32.8385038375854,35.7527046203613
"300","all-in-one",12.889386177063,21.2908725738525,25.9639701843262,27.7124395370483,29.7004508972168
"300","by-stack",15.6641778945923,25.6181163787842,30.1553421020508,32.5653715133667,36.0215148925781
"300","by-dependencies",11.0078802108765,23.4264574050903,30.3285117149353,32.706934928894,34.8518209457397
"2400","benchmark",11.1259927749634,18.8352470397949,21.6537418365479,24.0607347488403,30.7099018096924
"2400","all-in-one",8.59588718414307,16.9928045272827,20.2975473403931,23.1726398468018,29.8699378967285
"2400","by-stack",13.0547065734863,19.5471839904785,23.0821132659912,26.0050535202026,31.7529382705688
"2400","by-dependencies",14.0165395736694,19.4859352111816,21.8484621047974,24.055214881897,30.5782337188721
"4500","benchmark",0.0307817459106445,2.09184551239014,13.6095881462097,20.5540637969971,26.8826580047607
"4500","all-in-one",7.81903266906738,14.5617685317993,17.7939596176147,19.9890642166138,26.234260559082
"4500","by-stack",0.0251302719116211,5.89114570617676,18.2982459068298,22.3880043029785,28.2775249481201
"4500","by-dependencies",0.0297632217407227,0.877139091491699,14.3248763084412,21.8322677612305,27.8933229446411
