"Time","all-in-one"
2023-05-29 15:09:30,3219456
2023-05-29 15:10:00,3223552
2023-05-29 15:10:30,5271552
2023-05-29 15:11:00,18968576
2023-05-29 15:11:30,18968576
2023-05-29 15:12:00,55009280
2023-05-29 15:12:30,55009280
2023-05-29 15:13:00,96288768
2023-05-29 15:13:30,94244864
2023-05-29 15:14:00,124186624
2023-05-29 15:14:30,124186624
2023-05-29 15:15:00,122093568
2023-05-29 15:15:30,122093568
2023-05-29 15:16:00,127901696
2023-05-29 15:16:30,127901696
2023-05-29 15:17:00,135811072
2023-05-29 15:17:30,135811072
2023-05-29 15:18:00,150491136
2023-05-29 15:18:30,150491136
2023-05-29 15:19:00,152104960
2023-05-29 15:19:30,152104960

