"Time","all-in-one"
2024-02-27 04:50:30,27418624
2024-02-27 04:51:00,39976960
2024-02-27 04:51:30,41062400
2024-02-27 04:52:00,79982592
2024-02-27 04:52:30,82149376
2024-02-27 04:53:00,123228160
2024-02-27 04:53:30,135811072
2024-02-27 04:54:00,166207488
2024-02-27 04:54:30,161726464
2024-02-27 04:55:00,189861888
2024-02-27 04:55:30,200392704
2024-02-27 04:56:00,246194176
2024-02-27 04:56:30,259153920
2024-02-27 04:57:00,270774272
2024-02-27 04:57:30,300781568
2024-02-27 04:58:00,326594560
2024-02-27 04:58:30,340307968
2024-02-27 04:59:00,364507136
2024-02-27 04:59:30,380801024
2024-02-27 05:00:00,395571200
2024-02-27 05:00:30,408236032
