Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,26375,2635,130,8411.436781990444,1,116710,7820.023507109005,43.94090952164014,4.389925937043479,130,540,2000,3600,50000,61000,61000,89000,110000,117000,117000
GET,/basket.html,23153,955,73,3003.87176607783,1,116683,22070.485898155748,38.57303803429513,1.591035776044221,73,180,1000,2300,6300,16000,60000,61000,95000,114000,117000
DELETE,/cart,21888,4687,5900,13487.563550804094,6,168728,0.0,36.46554038330462,7.8085703479782875,5900,6800,9700,17000,61000,61000,61000,62000,118000,133000,169000
POST,/cart,23162,1727,7700,10527.27083153441,7,186996,0.05526293066229168,38.58803208872906,2.877192445265309,7700,8600,9800,12000,16000,20000,70000,80000,111000,136000,187000
GET,/category.html,24795,938,73,3698.547005444646,0,117041,11082.271667674935,41.30861996546226,1.5627136732245859,73,200,1300,2200,6200,16000,61000,61000,114000,117000,117000
GET,/detail.html?id=03fef6ac-1896-4ce8-bd69-b798f85c6e0b,2810,31,72,1915.2,0,116704,10249.664056939502,4.681476995480902,0.05164618749462917,72,190,790,1100,3600,6700,13000,50000,109000,117000,117000
GET,/detail.html?id=3395a43e-2d88-40de-b95f-e00e1502085b,2773,42,75,2276.3869455463396,0,114232,10207.026325279481,4.61983477169699,0.06997225402498146,75,260,900,1200,3900,6700,34000,61000,98000,114000,114000
GET,/detail.html?id=510a0d7e-8e83-4193-b483-e27e09ddc34d,2788,47,80,2110.3382352941176,1,113959,10189.284074605452,4.644824862420197,0.07830228426605068,80,270,900,1100,3900,6700,33000,60000,109000,114000,114000
GET,/detail.html?id=808a2de1-1aaa-4c25-a9b9-6612e8f29a38,2757,41,72,2182.8081247733044,0,117016,10209.874501269496,4.593178674925568,0.06830624797676761,72,200,780,1000,3700,6700,33000,61000,109000,117000,117000
GET,/detail.html?id=819e1fbf-8b7e-4f6d-811f-693534916a8b,2772,44,72,2312.4917027417027,0,109461,10199.492063492064,4.618168765648776,0.07330426612140914,72,200,780,1100,3900,6700,34000,61000,107000,109000,109000
GET,/detail.html?id=837ab141-399e-4c1f-9abc-bace40296bac,2760,49,71,2303.996376811594,0,116622,10180.001449275362,4.59817669307021,0.08163429636247836,72,200,780,1000,3800,6700,34000,61000,109000,117000,117000
GET,/detail.html?id=a0a4f044-b040-410d-8ead-4de0446aec7e,2671,58,75,2184.817671284163,0,116623,10138.948708348933,4.449902154779178,0.09662835079640296,75,210,840,1100,4100,6700,33000,61000,109000,117000,117000
GET,/detail.html?id=d3588630-ad8e-49df-bbd7-3167f7efb246,2722,42,70,1980.0749448934607,0,116701,10204.085231447465,4.534868463238084,0.06997225402498146,70,190,740,930,3400,6100,17000,61000,109000,117000,117000
GET,/detail.html?id=zzz4f044-b040-410d-8ead-4de0446aec7e,2741,41,76,2042.4509303174025,1,116703,10208.974826705582,4.566522578154147,0.06830624797676761,76,250,900,1200,3700,6700,15000,61000,110000,117000,117000
GET,/login,24810,1693,6900,13525.830552196694,7,198525,12.110278113663846,41.33361005618547,2.820548239626038,6900,7900,9600,12000,19000,61000,111000,127000,195000,199000,199000
POST,/orders,22272,7905,19000,29277.36727729885,7,199540,395.32983117816093,37.105286705818735,13.169777811130437,19000,37000,49000,55000,60000,85000,104000,110000,199000,199000,200000
,Aggregated,191249,20935,2900,10264.024199472928,0,199540,6556.968998530711,318.62199071484946,34.87783661935683,2900,6700,8300,11000,34000,61000,72000,95000,136000,199000,200000
