Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,43256,0,140,167.25725910856298,2,622,8688.0,72.08868374399269,0.0,140,240,270,290,320,340,380,400,480,530,620
GET,/basket.html,43071,0,130,145.3705045157995,2,622,23020.0,71.78037029631749,0.0,130,220,250,260,300,340,380,410,510,600,620
DELETE,/cart,42970,0,330,341.6668606004189,7,3174,0.0,71.61204781947859,0.0,330,430,470,500,610,760,1000,1300,2200,2900,3200
POST,/cart,43086,11,740,766.0182890033885,22,5498,0.01633941419486608,71.80536868396682,0.018332150942849998,740,900,1000,1100,1400,1700,2100,2500,4100,4900,5500
GET,/category.html,43191,0,120,132.76339978236206,2,542,11518.0,71.98035739751221,0.0,120,200,240,250,280,310,350,370,460,510,540
GET,/detail.html?id=03fef6ac-1896-4ce8-bd69-b798f85c6e0b,4741,0,130,139.45897489981016,2,549,10364.0,7.9011570563683495,0.0,130,220,240,260,300,330,360,380,460,550,550
GET,/detail.html?id=3395a43e-2d88-40de-b95f-e00e1502085b,4828,0,120,135.53458989229495,2,504,10364.0,8.046147704734526,0.0,120,210,240,260,290,320,360,380,470,500,500
GET,/detail.html?id=510a0d7e-8e83-4193-b483-e27e09ddc34d,4838,0,120,138.27697395618023,2,516,10364.0,8.062813296500753,0.0,120,220,250,260,300,330,370,390,480,520,520
GET,/detail.html?id=808a2de1-1aaa-4c25-a9b9-6612e8f29a38,4738,0,120,137.34381595609963,2,536,10364.0,7.896157378838481,0.0,120,210,250,270,300,330,370,390,480,540,540
GET,/detail.html?id=819e1fbf-8b7e-4f6d-811f-693534916a8b,4693,0,120,138.15832090347325,2,640,10364.0,7.821162215890459,0.0,120,220,250,260,300,330,370,390,480,640,640
GET,/detail.html?id=837ab141-399e-4c1f-9abc-bace40296bac,4789,0,120,136.6855293380664,2,533,10364.0,7.9811518968462405,0.0,120,210,250,260,300,320,370,380,440,530,530
GET,/detail.html?id=a0a4f044-b040-410d-8ead-4de0446aec7e,4809,0,120,135.7302973591183,2,575,10364.0,8.014483080378694,0.0,120,210,250,260,300,320,370,400,490,580,580
GET,/detail.html?id=d3588630-ad8e-49df-bbd7-3167f7efb246,4861,0,120,137.92655832133306,2,526,10364.0,8.101144157563077,0.0,120,220,250,260,300,330,360,380,460,530,530
GET,/detail.html?id=zzz4f044-b040-410d-8ead-4de0446aec7e,4889,0,120,137.13458785027612,2,578,10364.0,8.147807814508512,0.0,120,210,250,260,300,330,370,390,480,580,580
GET,/login,43198,0,630,613.2374415482199,44,4179,12.998796240566692,71.99202331174857,0.0,630,750,820,870,1000,1300,1600,1900,3000,3800,4200
POST,/orders,42983,0,870,823.1635065025708,75,9206,608.472768303748,71.63371308877468,0.0,870,1000,1100,1200,1300,1500,1900,2300,6800,8500,9200
,Aggregated,344941,11,250,390.56224687700217,2,9206,6781.079665797919,574.8645889434201,0.018332150942849998,250,360,550,700,990,1200,1500,1800,3200,7100,9200
