"Time","by-dependencies"
2024-01-19 16:32:00,7434240
2024-01-19 16:32:30,9490432
2024-01-19 16:33:00,24051712
2024-01-19 16:33:30,24244224
2024-01-19 16:34:00,59592704
2024-01-19 16:34:30,60407808
2024-01-19 16:35:00,100102144
2024-01-19 16:35:30,100298752
2024-01-19 16:36:00,136634368
2024-01-19 16:36:30,139911168
2024-01-19 16:37:00,194207744
2024-01-19 16:37:30,198668288
2024-01-19 16:38:00,239513600
2024-01-19 16:38:30,252096512
2024-01-19 16:39:00,294662144
2024-01-19 16:39:30,290091008
2024-01-19 16:40:00,317255680
2024-01-19 16:40:30,320860160
2024-01-19 16:41:00,374427648
2024-01-19 16:41:30,385961984
2024-01-19 16:42:00,415752192
