"workload","scenario","Min","First.Quartile","Median","Third.Quartile","Maximum"
"300","benchmark",0.00499966998887796,0.00499966998887796,0.00666622193713553,0.0066662730263986,0.0066662730263986
"300","all-in-one",0.00833279050283629,0.00998303910019284,0.0116566673172237,0.0183018091592807,0.0266342224833047
"300","by-stack",0.0216185082635956,0.0216653077845407,0.0249576820997381,0.0432586454686794,0.044933845421846
"300","by-dependencies",0.0166384090277935,0.01833215094285,0.0208320138293494,0.028299988098816,0.0416635443954356
"2400","benchmark",0.151404426902545,0.226339525428004,2.08527039502006,6.25359645829327,12.1249218191458
"2400","all-in-one",0.148291043397113,0.158313613884186,0.165548003647228,1.19624699477364,1.4514606536697
"2400","by-stack",0.089989894499713,0.101653655586364,0.116468543003483,0.129984483155214,0.138144019480191
"2400","by-dependencies",0.114988339380733,0.131429193875209,0.13403795309814,0.204634868700818,0.204634868700818
"4500","benchmark",20.2838724807548,20.2838724807548,20.6764251713921,20.9373316155149,20.9373316155149
"4500","all-in-one",2.19053134312719,2.2508198235488,2.44025100608344,2.61681745144515,2.61681745144515
"4500","by-stack",19.1345815931089,19.1345815931089,20.2887543696366,21.7092151972553,21.9738810955571
"4500","by-dependencies",11.2845369187414,16.7496066077414,18.8714829602081,30.6240358692023,31.983611821882
