"Time","by-dependencies - by-dependencies","by-dependencies - carts","by-dependencies - carts-db","by-dependencies - catalogue","by-dependencies - catalogue-db","by-dependencies - front-end","by-dependencies - orders-db","by-dependencies - queue-master","by-dependencies - rabbitmq","by-dependencies - rabbitmq-exporter","by-dependencies - session-db","by-dependencies - user","by-dependencies - user-db"
2023-05-28 20:44:45,1,1,1,1,1,1,1,1,1,1,1,1,1
2023-05-28 20:45:00,1,1,1,1,1,1,1,1,1,1,1,1,1
2023-05-28 20:45:15,1,1,1,1,1,1,1,1,1,1,1,1,1
2023-05-28 20:45:30,1,1,1,1,1,1,1,1,1,1,1,1,1
2023-05-28 20:45:45,1,1,1,1,1,1,1,1,1,1,1,1,1
2023-05-28 20:46:00,1,1,1,1,1,1,1,1,1,1,1,1,1
2023-05-28 20:46:15,1,1,1,1,1,1,1,1,1,1,1,1,1
2023-05-28 20:46:30,1,1,1,1,1,1,1,1,1,1,1,1,1
2023-05-28 20:46:45,1,1,1,1,1,1,1,1,1,1,1,1,1
2023-05-28 20:47:00,1,1,1,1,1,1,1,1,1,1,1,1,1
2023-05-28 20:47:15,1,1,1,1,1,1,1,1,1,1,1,1,1
2023-05-28 20:47:30,1,1,1,1,1,1,1,1,1,1,1,1,1
2023-05-28 20:47:45,1,1,1,1,1,1,1,1,1,1,1,1,1
2023-05-28 20:48:00,1,1,1,1,1,1,1,1,1,1,1,1,1
2023-05-28 20:48:15,1,1,1,1,1,1,1,1,1,1,1,1,1
2023-05-28 20:48:30,1,1,1,1,1,1,1,1,1,1,1,1,1
2023-05-28 20:48:45,1,1,1,1,1,1,1,1,1,1,1,1,1
2023-05-28 20:49:00,1,1,1,1,1,1,1,1,1,1,1,1,1
2023-05-28 20:49:15,1,1,1,1,1,1,1,1,1,1,1,1,1
2023-05-28 20:49:30,1,1,1,1,1,1,1,1,1,1,1,1,1
2023-05-28 20:49:45,1,1,1,1,1,1,1,1,1,1,1,1,1
2023-05-28 20:50:00,1,1,1,1,1,0,1,1,1,1,1,1,1
2023-05-28 20:50:15,1,1,1,1,1,0,1,1,1,1,1,1,1
2023-05-28 20:50:30,1,1,1,1,1,1,1,1,1,1,1,1,1
2023-05-28 20:50:45,1,1,1,1,1,1,1,1,1,1,1,0,1
2023-05-28 20:51:00,1,1,1,0,1,0,1,1,1,1,1,0,1
2023-05-28 20:51:15,1,1,1,0,1,0,1,1,1,1,1,0,1
2023-05-28 20:51:30,1,1,1,0,1,0,1,1,1,1,1,0,1
2023-05-28 20:51:45,1,1,1,0,1,0,1,1,1,1,1,0,1
2023-05-28 20:52:00,1,1,1,0,1,0,1,1,1,1,1,0,1
2023-05-28 20:52:15,1,1,1,0,1,0,1,1,1,1,1,0,1
2023-05-28 20:52:30,1,1,1,0,1,0,1,1,1,1,1,0,1
2023-05-28 20:52:45,1,1,1,0,1,0,1,1,1,1,1,0,1
2023-05-28 20:53:00,1,1,1,0,1,0,1,1,1,1,1,0,1
2023-05-28 20:53:15,1,1,1,0,1,0,1,1,1,1,1,0,1
2023-05-28 20:53:30,1,1,1,0,1,0,1,1,1,1,1,0,1
2023-05-28 20:53:45,1,1,1,0,1,0,1,1,1,1,1,1,1
2023-05-28 20:54:00,1,1,1,1,1,0,1,1,1,1,1,1,1
2023-05-28 20:54:15,1,1,1,1,1,0,1,1,1,1,1,1,1
2023-05-28 20:54:30,1,1,1,1,1,0,1,1,1,1,1,1,1
2023-05-28 20:54:45,1,1,1,1,1,0,1,1,1,1,1,1,1

