"Time","by-dependencies"
2023-05-28 20:44:30,8380416
2023-05-28 20:45:00,12517376
2023-05-28 20:45:30,20393984
2023-05-28 20:46:00,21610496
2023-05-28 20:46:30,51773440
2023-05-28 20:47:00,54919168
2023-05-28 20:47:30,91140096
2023-05-28 20:48:00,103723008
2023-05-28 20:48:30,121999360
2023-05-28 20:49:00,125644800
2023-05-28 20:49:30,152293376
2023-05-28 20:50:00,168120320
2023-05-28 20:50:30,171347968
2023-05-28 20:51:00,180035584
2023-05-28 20:51:30,181080064
2023-05-28 20:52:00,181121024
2023-05-28 20:52:30,181121024
2023-05-28 20:53:00,181137408
2023-05-28 20:53:30,180498432
2023-05-28 20:54:00,172331008
2023-05-28 20:54:30,172593152

