"Time","by-dependencies"
2023-05-28 20:44:30,0.0393
2023-05-28 20:45:00,0.237
2023-05-28 20:45:30,2.43
2023-05-28 20:46:00,3.37
2023-05-28 20:46:30,3.45
2023-05-28 20:47:00,3.09
2023-05-28 20:47:30,3.56
2023-05-28 20:48:00,3.13
2023-05-28 20:48:30,3.30
2023-05-28 20:49:00,3.43
2023-05-28 20:49:30,3.27
2023-05-28 20:50:00,3.53
2023-05-28 20:50:30,2.65
2023-05-28 20:51:00,1.63
2023-05-28 20:51:30,0.146
2023-05-28 20:52:00,0.0359
2023-05-28 20:52:30,0.0466
2023-05-28 20:53:00,0.0375
2023-05-28 20:53:30,0.0546
2023-05-28 20:54:00,0.0535
2023-05-28 20:54:30,0.0697

