Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,33011,0,91,120.09166641422556,4,499,8688.0,55.01833779324727,0.0,91,130,160,190,260,290,320,350,430,480,500
GET,/basket.html,32899,0,73,99.32967567403264,2,672,23020.0,54.83167111144897,0.0,73,120,150,180,240,280,320,350,440,500,670
DELETE,/cart,32718,0,160,213.3879821504982,5,2408,0.0,54.530004420328495,0.0,160,240,310,350,450,540,710,850,1400,2000,2400
POST,/cart,32899,3,530,585.5416274050883,12,3458,0.0058360436487431225,54.83167111144897,0.005000000405311618,530,680,770,830,1000,1200,1600,2000,2900,3200,3500
GET,/category.html,32975,0,79,104.21479909021987,2,519,11518.0,54.958337788383524,0.0,79,120,160,180,240,270,310,340,400,480,520
GET,/detail.html?id=03fef6ac-1896-4ce8-bd69-b798f85c6e0b,3741,0,79,106.94947874899759,2,502,10364.0,6.235000505423587,0.0,79,130,170,200,250,280,320,350,430,500,500
GET,/detail.html?id=3395a43e-2d88-40de-b95f-e00e1502085b,3591,0,77,103.68978000556947,3,537,10364.0,5.985000485158006,0.0,77,130,160,190,240,270,320,350,470,540,540
GET,/detail.html?id=510a0d7e-8e83-4193-b483-e27e09ddc34d,3709,0,80,107.23645187382044,3,501,10364.0,6.181667167766929,0.0,80,130,170,200,250,280,330,360,470,500,500
GET,/detail.html?id=808a2de1-1aaa-4c25-a9b9-6612e8f29a38,3622,0,77,105.09000552181115,2,520,10364.0,6.036667156012893,0.0,77,130,170,200,250,280,320,330,410,520,520
GET,/detail.html?id=819e1fbf-8b7e-4f6d-811f-693534916a8b,3739,0,77,105.03878042257288,2,480,10364.0,6.231667171820046,0.0,77,130,170,200,240,280,320,350,420,480,480
GET,/detail.html?id=837ab141-399e-4c1f-9abc-bace40296bac,3547,0,74,103.98674936566113,2,414,10364.0,5.911667145880102,0.0,74,130,170,200,250,280,320,350,400,410,410
GET,/detail.html?id=a0a4f044-b040-410d-8ead-4de0446aec7e,3722,0,80,107.29607737775389,2,463,10364.0,6.203333836189946,0.0,80,130,170,200,250,280,330,350,420,460,460
GET,/detail.html?id=d3588630-ad8e-49df-bbd7-3167f7efb246,3682,0,76,102.78245518739816,3,456,10364.0,6.136667164119125,0.0,76,120,160,190,240,270,320,350,400,460,460
GET,/detail.html?id=zzz4f044-b040-410d-8ead-4de0446aec7e,3622,0,75,103.96438431805632,2,524,10364.0,6.036667156012893,0.0,75,130,170,190,250,280,320,350,460,520,520
GET,/login,32975,0,800,840.1564518574678,48,3499,12.996451857467779,54.958337788383524,0.0,800,960,1100,1200,1400,1600,1900,2100,2600,3000,3500
POST,/orders,32718,0,2000,2031.0520508588545,66,5336,606.6340852130326,54.530004420328495,0.0,2000,2600,2800,3000,3400,3700,4000,4200,4700,5000,5300
,Aggregated,263170,3,200,511.21679142759433,2,5336,6786.374214386138,438.6167022219528,0.005000000405311618,200,360,640,800,1400,2400,3100,3500,4200,4700,5300
