sep=,
"Time","all-in-one"
2023-03-30 10:11:00,1950420992
2023-03-30 10:11:30,2204045312
2023-03-30 10:12:00,2406219776
2023-03-30 10:12:30,2598023168
2023-03-30 10:13:00,2632962048
2023-03-30 10:13:30,2785431552
2023-03-30 10:14:00,2804166656
2023-03-30 10:14:30,2849951744
2023-03-30 10:15:00,3098681344
2023-03-30 10:15:30,3125108736
2023-03-30 10:16:00,3124002816
2023-03-30 10:16:30,3337494528
2023-03-30 10:17:00,3336171520
2023-03-30 10:17:30,3399512064
2023-03-30 10:18:00,3387482112
2023-03-30 10:18:30,3397849088
2023-03-30 10:19:00,3444318208
2023-03-30 10:19:30,3590500352
2023-03-30 10:20:00,3726082048
2023-03-30 10:20:30,3738431488
2023-03-30 10:21:00,3712577536
2023-03-30 10:21:30,3713445888

