sep=,
"Time","all-in-one"
2023-03-30 10:11:00,17215488
2023-03-30 10:11:30,19406848
2023-03-30 10:12:00,21512192
2023-03-30 10:12:30,47833088
2023-03-30 10:13:00,48332800
2023-03-30 10:13:30,70000640
2023-03-30 10:14:00,70524928
2023-03-30 10:14:30,74850304
2023-03-30 10:15:00,113246208
2023-03-30 10:15:30,122683392
2023-03-30 10:16:00,126173184
2023-03-30 10:16:30,125366272
2023-03-30 10:17:00,127463424
2023-03-30 10:17:30,127463424
2023-03-30 10:18:00,142143488
2023-03-30 10:18:30,137879552
2023-03-30 10:19:00,137879552
2023-03-30 10:19:30,148410368
2023-03-30 10:20:00,152604672
2023-03-30 10:20:30,145829888
2023-03-30 10:21:00,149499904
2023-03-30 10:21:30,153694208

