sep=,
"Time","Total Cost"
2023-03-30 10:13:15,34.99
2023-03-30 10:13:30,40.85
2023-03-30 10:13:45,40.85
2023-03-30 10:14:00,40.85
2023-03-30 10:14:15,40.85
2023-03-30 10:14:30,39.16
2023-03-30 10:14:45,39.16
2023-03-30 10:15:00,39.16
2023-03-30 10:15:15,39.16
2023-03-30 10:15:30,96.89
2023-03-30 10:15:45,96.89
2023-03-30 10:16:00,96.89
2023-03-30 10:16:15,96.89
2023-03-30 10:16:30,95.68
2023-03-30 10:16:45,95.68
2023-03-30 10:17:00,95.68
2023-03-30 10:17:15,95.68
2023-03-30 10:17:30,99.50
2023-03-30 10:17:45,99.50
2023-03-30 10:18:00,99.50
2023-03-30 10:18:15,99.50
2023-03-30 10:18:30,99.79
2023-03-30 10:18:45,99.79
2023-03-30 10:19:00,99.79
2023-03-30 10:19:15,99.79
2023-03-30 10:19:30,57.87
2023-03-30 10:19:45,57.87
2023-03-30 10:20:00,57.87
2023-03-30 10:20:15,57.87
2023-03-30 10:20:30,46.36
2023-03-30 10:20:45,46.36
2023-03-30 10:21:00,46.36
2023-03-30 10:21:15,46.36
2023-03-30 10:21:30,57.55
2023-03-30 10:21:45,57.55
2023-03-30 10:22:00,57.55
2023-03-30 10:22:15,57.55
2023-03-30 10:22:30,36.91
2023-03-30 10:22:45,36.91
2023-03-30 10:23:00,36.91
2023-03-30 10:23:15,36.91

