sep=,
"Time","Total Cost"
2023-04-03 12:13:15,35.31
2023-04-03 12:13:30,104.95
2023-04-03 12:13:45,104.95
2023-04-03 12:14:00,104.95
2023-04-03 12:14:15,104.95
2023-04-03 12:14:30,98.13
2023-04-03 12:14:45,98.13
2023-04-03 12:15:00,98.13
2023-04-03 12:15:15,98.13
2023-04-03 12:15:30,97.78
2023-04-03 12:15:45,97.78
2023-04-03 12:16:00,97.78
2023-04-03 12:16:15,97.78
2023-04-03 12:16:30,93.64
2023-04-03 12:16:45,93.64
2023-04-03 12:17:00,93.64
2023-04-03 12:17:15,93.64
2023-04-03 12:17:30,92.45
2023-04-03 12:17:45,92.45
2023-04-03 12:18:00,92.45
2023-04-03 12:18:15,92.45
2023-04-03 12:18:30,93.42
2023-04-03 12:18:45,93.42
2023-04-03 12:19:00,93.42
2023-04-03 12:19:15,93.42
2023-04-03 12:19:30,95.08
2023-04-03 12:19:45,95.08
2023-04-03 12:20:00,95.08
2023-04-03 12:20:15,95.08
2023-04-03 12:20:30,92.68
2023-04-03 12:20:45,92.68
2023-04-03 12:21:00,92.68
2023-04-03 12:21:15,92.68
2023-04-03 12:21:30,94.00
2023-04-03 12:21:45,94.00
2023-04-03 12:22:00,94.00
2023-04-03 12:22:15,94.00
2023-04-03 12:22:30,92.15
2023-04-03 12:22:45,92.15
2023-04-03 12:23:00,92.15
2023-04-03 12:23:15,92.15

