sep=,
"Time","all-in-one"
2023-04-03 12:11:00,14807040
2023-04-03 12:11:30,20783104
2023-04-03 12:12:00,20873216
2023-04-03 12:12:30,20873216
2023-04-03 12:13:00,45301760
2023-04-03 12:13:30,45305856
2023-04-03 12:14:00,84230144
2023-04-03 12:14:30,84312064
2023-04-03 12:15:00,109641728
2023-04-03 12:15:30,116981760
2023-04-03 12:16:00,114946048
2023-04-03 12:16:30,114946048
2023-04-03 12:17:00,115081216
2023-04-03 12:17:30,115081216
2023-04-03 12:18:00,111149056
2023-04-03 12:18:30,111149056
2023-04-03 12:19:00,113246208
2023-04-03 12:19:30,113246208
2023-04-03 12:20:00,125829120
2023-04-03 12:20:30,117440512
2023-04-03 12:21:00,117702656

