sep=,
"Time","all-in-one"
2023-04-03 12:11:00,0.0417
2023-04-03 12:11:30,1.61
2023-04-03 12:12:00,2.94
2023-04-03 12:12:30,2.87
2023-04-03 12:13:00,2.28
2023-04-03 12:13:30,2.68
2023-04-03 12:14:00,2.35
2023-04-03 12:14:30,2.66
2023-04-03 12:15:00,2.63
2023-04-03 12:15:30,2.58
2023-04-03 12:16:00,2.58
2023-04-03 12:16:30,2.54
2023-04-03 12:17:00,2.62
2023-04-03 12:17:30,2.58
2023-04-03 12:18:00,2.66
2023-04-03 12:18:30,2.66
2023-04-03 12:19:00,1.96
2023-04-03 12:19:30,2.25
2023-04-03 12:20:00,2.63
2023-04-03 12:20:30,2.51
2023-04-03 12:21:00,2.59

