"Time","by-dependencies - by-dependencies","by-dependencies - carts","by-dependencies - carts-db","by-dependencies - catalogue","by-dependencies - catalogue-db","by-dependencies - front-end","by-dependencies - orders-db","by-dependencies - queue-master","by-dependencies - rabbitmq","by-dependencies - rabbitmq-exporter","by-dependencies - session-db","by-dependencies - user","by-dependencies - user-db"
2024-02-27 06:10:00,1,1,1,1,1,1,1,1,1,1,1,1,1
2024-02-27 06:10:15,1,1,1,1,1,1,1,1,1,1,1,1,1
2024-02-27 06:10:30,1,1,1,1,1,1,1,1,1,1,1,1,1
2024-02-27 06:10:45,1,1,1,1,1,1,1,1,1,1,1,1,1
2024-02-27 06:11:00,1,1,1,1,1,1,1,1,1,1,1,1,1
2024-02-27 06:11:15,1,1,1,1,1,1,1,1,1,1,1,2,1
2024-02-27 06:11:30,1,2,1,1,1,1,1,1,1,1,1,2,1
2024-02-27 06:11:45,1,2,1,1,1,2,1,1,1,1,1,2,1
2024-02-27 06:12:00,1,2,1,1,1,2,1,1,1,1,1,2,1
2024-02-27 06:12:15,1,2,1,1,1,2,1,1,1,1,1,2,1
2024-02-27 06:12:30,2,2,1,1,1,2,1,1,1,1,1,2,1
2024-02-27 06:12:45,2,2,1,1,1,2,1,2,1,1,1,2,1
2024-02-27 06:13:00,2,2,1,2,1,2,1,2,1,1,1,2,1
2024-02-27 06:13:15,2,3,1,2,1,2,1,2,1,1,1,2,1
2024-02-27 06:13:30,2,3,1,2,1,2,1,2,1,1,1,2,1
2024-02-27 06:13:45,2,3,1,2,1,2,1,2,1,1,1,2,1
2024-02-27 06:14:00,2,3,1,2,1,2,1,2,1,1,1,2,1
2024-02-27 06:14:15,2,3,1,2,1,2,1,2,1,1,1,2,1
2024-02-27 06:14:30,2,3,1,2,1,2,1,2,1,1,1,2,1
2024-02-27 06:14:45,2,3,1,2,1,2,1,2,1,1,1,2,1
2024-02-27 06:15:00,2,3,1,2,1,2,1,2,1,1,1,2,1
2024-02-27 06:15:15,3,3,1,2,1,2,1,2,1,1,1,2,1
2024-02-27 06:15:30,3,3,1,2,1,2,1,2,1,1,1,2,1
2024-02-27 06:15:45,3,3,1,2,1,2,1,2,1,1,1,2,1
2024-02-27 06:16:00,3,3,1,2,1,2,1,2,1,1,1,2,1
2024-02-27 06:16:15,3,3,1,2,1,2,1,2,1,1,1,2,1
2024-02-27 06:16:30,3,3,1,2,1,2,1,2,1,1,1,2,1
2024-02-27 06:16:45,3,3,1,2,1,2,1,2,1,1,1,2,1
2024-02-27 06:17:00,3,3,1,2,1,2,1,2,1,1,1,2,1
2024-02-27 06:17:15,3,3,1,2,1,2,1,2,1,1,1,2,1
2024-02-27 06:17:30,3,3,1,2,1,2,1,2,1,1,1,2,1
2024-02-27 06:17:45,3,3,1,2,1,1,1,2,1,1,1,2,1
2024-02-27 06:18:00,3,3,1,2,1,1,1,2,1,1,1,2,1
2024-02-27 06:18:15,3,3,1,2,1,1,1,2,1,1,1,2,1
2024-02-27 06:18:30,3,3,1,2,1,1,1,2,1,1,1,2,1
2024-02-27 06:18:45,3,3,1,2,1,1,1,2,1,1,1,2,1
2024-02-27 06:19:00,4,3,1,2,1,1,1,2,1,1,1,2,1
2024-02-27 06:19:15,4,3,1,2,1,2,1,2,1,1,1,2,1
2024-02-27 06:19:30,4,3,1,2,1,2,1,2,1,1,1,2,1
2024-02-27 06:19:45,4,3,1,2,1,2,1,2,1,1,1,2,1
2024-02-27 06:20:00,4,3,1,2,1,2,1,2,1,1,1,2,1
