"Time","by-dependencies"
2024-02-27 06:10:00,1.36
2024-02-27 06:10:30,3.62
2024-02-27 06:11:00,4.84
2024-02-27 06:11:30,4.51
2024-02-27 06:12:00,5.08
2024-02-27 06:12:30,5.12
2024-02-27 06:13:00,5.80
2024-02-27 06:13:30,5.28
2024-02-27 06:14:00,5.24
2024-02-27 06:14:30,4.81
2024-02-27 06:15:00,4.23
2024-02-27 06:15:30,4.81
2024-02-27 06:16:00,4.45
2024-02-27 06:16:30,4.75
2024-02-27 06:17:00,4.76
2024-02-27 06:17:30,5.10
2024-02-27 06:18:00,6.08
2024-02-27 06:18:30,5.37
2024-02-27 06:19:00,3.35
2024-02-27 06:19:30,4.49
2024-02-27 06:20:00,4.31
