"Time","by-dependencies"
2024-02-27 06:10:00,2639187968
2024-02-27 06:10:30,3039219712
2024-02-27 06:11:00,3880071168
2024-02-27 06:11:30,4395212800
2024-02-27 06:12:00,4659888128
2024-02-27 06:12:30,4899422208
2024-02-27 06:13:00,5334863872
2024-02-27 06:13:30,5779140608
2024-02-27 06:14:00,6253793280
2024-02-27 06:14:30,6368112640
2024-02-27 06:15:00,6430445568
2024-02-27 06:15:30,6566952960
2024-02-27 06:16:00,6634512384
2024-02-27 06:16:30,6787518464
2024-02-27 06:17:00,7092936704
2024-02-27 06:17:30,7362060288
2024-02-27 06:18:00,7839518720
2024-02-27 06:18:30,7942483968
2024-02-27 06:19:00,8267292672
2024-02-27 06:19:30,8533778432
2024-02-27 06:20:00,8717725696
