"Time","by-dependencies"
2023-05-29 10:43:30,0.0382
2023-05-29 10:44:00,0.0942
2023-05-29 10:44:30,1.89
2023-05-29 10:45:00,2.90
2023-05-29 10:45:30,2.81
2023-05-29 10:46:00,3.25
2023-05-29 10:46:30,2.83
2023-05-29 10:47:00,3.14
2023-05-29 10:47:30,3.25
2023-05-29 10:48:00,2.93
2023-05-29 10:48:30,3.08
2023-05-29 10:49:00,2.80
2023-05-29 10:49:30,3.12
2023-05-29 10:50:00,3.03
2023-05-29 10:50:30,3.13
2023-05-29 10:51:00,2.97
2023-05-29 10:51:30,3.03
2023-05-29 10:52:00,3.02
2023-05-29 10:52:30,3.02
2023-05-29 10:53:00,2.69
2023-05-29 10:53:30,2.82

