"Time","by-dependencies"
2024-01-19 21:19:00,2179301376
2024-01-19 21:19:30,2462220288
2024-01-19 21:20:00,3395883008
2024-01-19 21:20:30,3883507712
2024-01-19 21:21:00,4289945600
2024-01-19 21:21:30,4473831424
2024-01-19 21:22:00,4695764992
2024-01-19 21:22:30,4925251584
2024-01-19 21:23:00,5671686144
2024-01-19 21:23:30,6018617344
2024-01-19 21:24:00,6200057856
2024-01-19 21:24:30,6252261376
2024-01-19 21:25:00,6351310848
2024-01-19 21:25:30,6366117888
2024-01-19 21:26:00,6426488832
2024-01-19 21:26:30,6913945600
2024-01-19 21:27:00,7069569024
2024-01-19 21:27:30,7105753088
2024-01-19 21:28:00,7125331968
2024-01-19 21:28:30,7134126080
2024-01-19 21:29:00,7140761600
