"Time","by-dependencies"
2024-01-19 21:19:00,0.0528
2024-01-19 21:19:30,1.86
2024-01-19 21:20:00,4.32
2024-01-19 21:20:30,5.15
2024-01-19 21:21:00,4.36
2024-01-19 21:21:30,4.89
2024-01-19 21:22:00,5.20
2024-01-19 21:22:30,4.68
2024-01-19 21:23:00,5.19
2024-01-19 21:23:30,5.99
2024-01-19 21:24:00,5.19
2024-01-19 21:24:30,4.46
2024-01-19 21:25:00,5.21
2024-01-19 21:25:30,5.02
2024-01-19 21:26:00,4.63
2024-01-19 21:26:30,4.69
2024-01-19 21:27:00,4.63
2024-01-19 21:27:30,4.79
2024-01-19 21:28:00,5.00
2024-01-19 21:28:30,4.62
2024-01-19 21:29:00,4.30
