"Time","by-dependencies"
2024-01-19 21:19:00,14102528
2024-01-19 21:19:30,16175104
2024-01-19 21:20:00,33947648
2024-01-19 21:20:30,36515840
2024-01-19 21:21:00,79753216
2024-01-19 21:21:30,81387520
2024-01-19 21:22:00,129458176
2024-01-19 21:22:30,136810496
2024-01-19 21:23:00,166510592
2024-01-19 21:23:30,179724288
2024-01-19 21:24:00,217714688
2024-01-19 21:24:30,225812480
2024-01-19 21:25:00,238215168
2024-01-19 21:25:30,255516672
2024-01-19 21:26:00,283082752
2024-01-19 21:26:30,309866496
2024-01-19 21:27:00,312926208
2024-01-19 21:27:30,331386880
2024-01-19 21:28:00,364187648
2024-01-19 21:28:30,377835520
2024-01-19 21:29:00,390459392
