sep=,
"Time","Total Cost"
2023-03-30 13:24:15,39.39
2023-03-30 13:24:30,116.65
2023-03-30 13:24:45,116.65
2023-03-30 13:25:00,116.65
2023-03-30 13:25:15,116.65
2023-03-30 13:25:30,115.00
2023-03-30 13:25:45,115.00
2023-03-30 13:26:00,115.00
2023-03-30 13:26:15,115.00
2023-03-30 13:26:30,116.14
2023-03-30 13:26:45,116.14
2023-03-30 13:27:00,116.14
2023-03-30 13:27:15,116.14
2023-03-30 13:27:30,122.36
2023-03-30 13:27:45,122.36
2023-03-30 13:28:00,122.36
2023-03-30 13:28:15,122.36
2023-03-30 13:28:30,87.58
2023-03-30 13:28:45,87.58
2023-03-30 13:29:00,87.58
2023-03-30 13:29:15,87.58
2023-03-30 13:29:30,91.64
2023-03-30 13:29:45,91.64
2023-03-30 13:30:00,91.64
2023-03-30 13:30:15,91.64
2023-03-30 13:30:30,81.47
2023-03-30 13:30:45,81.47
2023-03-30 13:31:00,81.47
2023-03-30 13:31:15,81.47
2023-03-30 13:31:30,40.55
2023-03-30 13:31:45,40.55
2023-03-30 13:32:00,40.55
2023-03-30 13:32:15,40.55
2023-03-30 13:32:30,94.98
2023-03-30 13:32:45,94.98
2023-03-30 13:33:00,94.98
2023-03-30 13:33:15,94.98
2023-03-30 13:33:30,85.42
2023-03-30 13:33:45,85.42
2023-03-30 13:34:00,85.42
2023-03-30 13:34:15,85.42

