sep=,
"Time","by-stack"
2023-03-30 13:21:00,2375417856
2023-03-30 13:21:30,2375499776
2023-03-30 13:22:00,2427441152
2023-03-30 13:22:30,2868383744
2023-03-30 13:23:00,3076063232
2023-03-30 13:23:30,3202211840
2023-03-30 13:24:00,3292602368
2023-03-30 13:24:30,3375910912
2023-03-30 13:25:00,3524632576
2023-03-30 13:25:30,3657293824
2023-03-30 13:26:00,3929071616
2023-03-30 13:26:30,4179349504
2023-03-30 13:27:00,4376195072
2023-03-30 13:27:30,4387086336
2023-03-30 13:28:00,4447723520
2023-03-30 13:28:30,5027184640
2023-03-30 13:29:00,5023485952
2023-03-30 13:29:30,5081223168
2023-03-30 13:30:00,5083365376
2023-03-30 13:30:30,5114281984
2023-03-30 13:31:00,5324550144
2023-03-30 13:31:30,4875624448
2023-03-30 13:32:00,4869500928

