Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,23170,2997,140,9696.874277082434,1,91371,7564.222011221407,38.66102390365906,5.000737532985162,140,2800,5200,8200,61000,61000,61000,61000,88000,91000,91000
GET,/basket.html,20582,3028,89,7784.887134389272,0,92966,19633.32426391993,34.34273603733754,5.0524635468398635,89,250,3200,6100,61000,61000,61000,61000,78000,92000,93000
DELETE,/cart,18770,5288,6000,12377.225412892914,5,88668,0.0,31.31926709847564,8.823456814956803,6000,6700,7300,8000,61000,61000,61000,61000,81000,88000,89000
POST,/cart,20661,3244,8100,9698.578384395722,8,94868,0.07124534146459513,34.47455394361242,5.4128770627306855,8100,9000,10000,12000,18000,20000,27000,34000,93000,95000,95000
GET,/category.html,20888,1051,84,4243.342576714427,0,92647,10938.460647261585,34.853321851516206,1.7536787277835852,85,180,2400,4700,8900,20000,61000,61000,91000,92000,93000
GET,/detail.html?id=03fef6ac-1896-4ce8-bd69-b798f85c6e0b,2365,48,82,1863.9353065539112,0,91262,10153.65243128964,3.9461942827860885,0.08009189242018278,82,180,1600,2300,4300,6300,9900,54000,89000,91000,91000
GET,/detail.html?id=3395a43e-2d88-40de-b95f-e00e1502085b,2297,52,83,2259.5071832825424,0,91369,10129.37744884632,3.832730768524163,0.08676621678853133,83,180,1600,2300,3900,7400,26000,61000,88000,91000,91000
GET,/detail.html?id=510a0d7e-8e83-4193-b483-e27e09ddc34d,2312,67,86,2375.9026816609,0,91502,10063.659169550174,3.85775948490547,0.11179493316983845,86,210,1900,2400,4600,7400,27000,61000,88000,92000,92000
GET,/detail.html?id=808a2de1-1aaa-4c25-a9b9-6612e8f29a38,2275,59,82,2247.236043956044,0,88564,10095.219340659341,3.796021984498246,0.09844628443314132,82,180,1600,2300,4600,6900,18000,61000,82000,89000,89000
GET,/detail.html?id=819e1fbf-8b7e-4f6d-811f-693534916a8b,2259,59,80,2237.0252324037183,0,92407,10093.315626383355,3.769324687024852,0.09844628443314132,80,180,1600,2300,4300,6600,28000,61000,61000,92000,92000
GET,/detail.html?id=837ab141-399e-4c1f-9abc-bace40296bac,2294,80,89,2569.6261040353197,0,91281,10002.570183086313,3.8277250252479016,0.1334864873669713,89,250,2000,2400,4700,7400,54000,61000,61000,91000,91000
GET,/detail.html?id=a0a4f044-b040-410d-8ead-4de0446aec7e,2309,51,74,1710.8770030316155,0,61060,10135.08531831962,3.8527537416292086,0.0850976356964442,74,170,1600,2300,4100,6200,9500,28000,61000,61000,61000
GET,/detail.html?id=d3588630-ad8e-49df-bbd7-3167f7efb246,2329,45,78,2000.0068699012452,0,88308,10163.750966079862,3.886125363470952,0.07508614914392135,78,180,1600,2400,4300,6300,15000,61000,61000,88000,88000
GET,/detail.html?id=zzz4f044-b040-410d-8ead-4de0446aec7e,2355,50,85,2302.7303609341825,0,91376,10143.957537154989,3.9295084718652173,0.08342905460435705,85,190,1700,2400,4600,6900,24000,61000,88000,91000,91000
GET,/login,21618,2173,7100,12348.607271718012,7,97090,11.68725136460357,36.07138604873982,3.6258267131053574,7100,8000,12000,14000,22000,61000,85000,95000,97000,97000,97000
POST,/orders,19450,7239,23000,25675.359537275064,6,97062,382.44735218509,32.453902241094895,12.078858525618815,23000,32000,40000,46000,60000,60000,61000,75000,81000,97000,97000
,Aggregated,165934,25531,4300,10352.093091380113,0,97090,6181.703412200031,276.87433493438766,42.6005438620768,4300,7200,9000,13000,32000,61000,61000,61000,95000,97000,97000
