"Time","by-dependencies"
2024-02-26 23:28:00,0.0518
2024-02-26 23:28:30,1.09
2024-02-26 23:29:00,4.05
2024-02-26 23:29:30,4.66
2024-02-26 23:30:00,5.08
2024-02-26 23:30:30,5.10
2024-02-26 23:31:00,5.62
2024-02-26 23:31:30,4.95
2024-02-26 23:32:00,5.15
2024-02-26 23:32:30,4.54
2024-02-26 23:33:00,4.26
2024-02-26 23:33:30,4.43
2024-02-26 23:34:00,4.56
2024-02-26 23:34:30,4.75
2024-02-26 23:35:00,4.40
2024-02-26 23:35:30,4.58
2024-02-26 23:36:00,4.28
2024-02-26 23:36:30,4.62
2024-02-26 23:37:00,4.63
2024-02-26 23:37:30,4.71
2024-02-26 23:38:00,4.55
