"Time","all-in-one"
2023-05-26 18:13:00,2256068608
2023-05-26 18:13:30,2451308544
2023-05-26 18:14:00,2571919360
2023-05-26 18:14:30,2658496512
2023-05-26 18:15:00,2760880128
2023-05-26 18:15:30,2766127104
2023-05-26 18:16:00,2874028032
2023-05-26 18:16:30,2902904832
2023-05-26 18:17:00,3011207168
2023-05-26 18:17:30,3080724480
2023-05-26 18:18:00,3144065024
2023-05-26 18:18:30,3216736256
2023-05-26 18:19:00,3334213632
2023-05-26 18:19:30,3481649152
2023-05-26 18:20:00,3430027264
2023-05-26 18:20:30,3534712832
2023-05-26 18:21:00,3558248448
2023-05-26 18:21:30,3706961920
2023-05-26 18:22:00,3657818112
2023-05-26 18:22:30,3665297408
2023-05-26 18:23:00,4435243008

